Overtime,Favorite_Points,Underdog_Points,Pointspread,Favorite_Name,Underdog_name,Year,Week,Weekday,target
0.0,0.5081967213114754,0.2978723404255319,0.6153846153846154,0.7407407407407407,0.7777777777777779,0.0,0.9375,0.0,0
0.0,0.5081967213114754,0.46808510638297873,0.10256410256410256,0.8148148148148147,0.962962962962963,0.0,0.9375,0.0,1
0.0,0.4754098360655738,0.44680851063829785,0.3076923076923077,0.5555555555555555,0.11111111111111116,0.0,0.9375,0.0,0
0.0,0.4426229508196721,0.5106382978723404,0.051282051282051294,0.5185185185185185,0.5925925925925927,0.5,0.0,0.0,1
0.0,0.3442622950819672,0.8085106382978724,0.3333333333333333,0.25925925925925924,0.962962962962963,0.5,0.0,0.0,0
0.0,0.2786885245901639,0.0,0.3076923076923077,0.07407407407407407,0.888888888888889,0.5,0.0,0.0,0
0.0,0.39344262295081966,0.7659574468085106,0.15384615384615385,0.48148148148148145,0.29629629629629634,0.5,0.0,0.0,1
0.0,0.5081967213114754,0.0,0.5897435897435896,0.9999999999999999,0.7777777777777779,0.5,0.0,0.0,0
0.0,0.3442622950819672,0.5106382978723404,0.07692307692307693,0.5555555555555555,0.40740740740740744,0.5,0.0,0.0,1
0.0,0.42622950819672134,0.2127659574468085,0.41025641025641024,0.03703703703703709,0.3703703703703704,0.5,0.0,0.0,0
0.0,0.22950819672131145,0.36170212765957444,0.15384615384615385,0.8518518518518519,0.18518518518518523,0.5,0.0,0.0,1
0.0,0.14754098360655735,0.2978723404255319,0.051282051282051294,0.2222222222222222,0.4444444444444445,0.5,0.0,0.0,1
0.0,0.7704918032786885,0.574468085106383,0.051282051282051294,0.0,0.33333333333333337,0.5,0.0,0.0,0
0.0,0.4098360655737705,0.425531914893617,0.46153846153846156,0.1111111111111111,0.7037037037037037,0.5,0.0,0.0,0
0.0,0.21311475409836064,0.06382978723404253,0.15384615384615385,0.1481481481481482,0.8148148148148149,0.5,0.0,0.0,0
0.0,0.4426229508196721,0.425531914893617,0.23076923076923075,0.6666666666666666,0.7407407407407408,0.5,0.0,0.6666666666666666,0
0.0,0.21311475409836064,0.2553191489361702,0.23076923076923075,0.9259259259259258,0.6296296296296297,0.5,0.0,0.0,1
0.0,0.22950819672131145,0.3404255319148936,0.1282051282051282,0.37037037037037035,0.5925925925925927,0.5,0.0625,0.0,0
0.0,0.1147540983606557,0.6382978723404256,0.10256410256410256,0.03703703703703709,0.5185185185185186,0.5,0.0625,0.0,1
0.0,0.3442622950819672,0.3404255319148936,0.15384615384615385,0.1111111111111111,0.8518518518518519,0.5,0.0625,0.0,1
0.0,0.3442622950819672,0.5106382978723404,0.10256410256410256,0.1481481481481482,0.7037037037037037,0.5,0.0625,0.0,1
0.0,0.3442622950819672,0.2978723404255319,0.15384615384615385,0.25925925925925924,0.0,0.5,0.0625,0.0,0
0.0,0.21311475409836064,0.6595744680851063,0.15384615384615385,0.2962962962962963,0.07407407407407413,0.5,0.0625,0.0,0
0.0,0.5737704918032787,0.2978723404255319,0.15384615384615385,0.48148148148148145,0.962962962962963,0.5,0.0625,0.0,1
0.0,0.5245901639344263,0.06382978723404253,0.3076923076923077,0.5555555555555555,0.6296296296296297,0.5,0.0625,0.0,0
0.0,0.45901639344262296,0.14893617021276592,0.41025641025641024,0.6666666666666666,0.18518518518518523,0.5,0.0625,0.0,1
0.0,0.3442622950819672,0.48936170212765956,0.6923076923076923,0.7407407407407407,0.7777777777777779,0.5,0.0625,0.0,0
0.0,0.32786885245901637,0.19148936170212763,0.1282051282051282,0.8148148148148147,0.33333333333333337,0.5,0.0625,0.0,0
0.0,0.42622950819672134,0.276595744680851,0.3333333333333333,0.9259259259259258,1.0,0.5,0.0625,0.0,0
0.0,0.2786885245901639,0.276595744680851,0.0,0.4444444444444444,0.888888888888889,0.5,0.0625,0.6666666666666666,1
0.0,0.39344262295081966,0.48936170212765956,0.2564102564102564,0.2222222222222222,0.40740740740740744,0.5,0.0625,0.0,0
0.0,0.6721311475409837,0.14893617021276592,0.48717948717948717,0.1111111111111111,0.5925925925925927,0.5,0.125,0.0,0
0.0,0.3114754098360656,0.3404255319148936,0.10256410256410256,0.07407407407407407,0.5555555555555556,0.5,0.125,0.0,0
0.0,0.22950819672131145,0.5106382978723404,0.28205128205128205,0.1481481481481482,0.8518518518518519,0.5,0.125,0.0,0
1.0,0.5573770491803278,0.6595744680851063,0.46153846153846156,0.2222222222222222,0.888888888888889,0.5,0.125,0.0,0
0.0,0.0491803278688524,0.36170212765957444,0.15384615384615385,0.2962962962962963,0.40740740740740744,0.5,0.125,0.0,0
0.0,0.39344262295081966,0.2127659574468085,0.46153846153846156,0.3333333333333333,0.3703703703703704,0.5,0.125,0.0,0
0.0,0.32786885245901637,0.06382978723404253,0.17948717948717946,0.4444444444444444,0.8148148148148149,0.5,0.125,0.0,0
0.0,0.3442622950819672,0.574468085106383,0.28205128205128205,0.48148148148148145,0.7407407407407408,0.5,0.125,0.0,0
0.0,0.45901639344262296,0.14893617021276592,0.46153846153846156,0.6296296296296295,0.7777777777777779,0.5,0.125,0.0,0
0.0,0.32786885245901637,0.06382978723404253,0.358974358974359,0.6666666666666666,0.5185185185185186,0.5,0.125,0.0,0
0.0,0.3114754098360656,0.276595744680851,0.5384615384615384,0.9259259259259258,0.0,0.5,0.125,0.0,0
0.0,0.3770491803278688,0.425531914893617,0.10256410256410256,0.9629629629629629,0.2592592592592593,0.5,0.125,0.0,0
0.0,0.3114754098360656,0.3191489361702127,0.7179487179487178,0.9999999999999999,0.18518518518518523,0.5,0.125,0.6666666666666666,0
0.0,0.4918032786885246,0.14893617021276592,0.10256410256410256,0.03703703703703709,0.7037037037037037,0.5,0.125,0.0,1
0.0,0.6065573770491803,0.276595744680851,0.051282051282051294,0.7037037037037037,0.5925925925925927,0.5,0.18750000000000006,0.0,1
0.0,0.4754098360655738,0.5957446808510638,0.15384615384615385,0.03703703703703709,0.22222222222222227,0.5,0.18750000000000006,0.0,0
0.0,0.3442622950819672,0.5106382978723404,0.1282051282051282,0.25925925925925924,0.29629629629629634,0.5,0.18750000000000006,0.0,0
0.0,0.5573770491803278,0.0,0.3333333333333333,0.4074074074074074,0.14814814814814814,0.5,0.18750000000000006,0.0,0
0.0,0.39344262295081966,0.2127659574468085,0.051282051282051294,0.4444444444444444,0.07407407407407413,0.5,0.18750000000000006,0.0,0
0.0,0.45901639344262296,0.1276595744680851,0.10256410256410256,0.5185185185185185,0.8148148148148149,0.5,0.18750000000000006,0.0,1
1.0,0.32786885245901637,0.48936170212765956,0.41025641025641024,0.5555555555555555,0.962962962962963,0.5,0.18750000000000006,0.0,0
0.0,0.5081967213114754,0.36170212765957444,0.6923076923076923,0.6666666666666666,0.18518518518518523,0.5,0.18750000000000006,0.0,0
0.0,0.3770491803278688,0.5106382978723404,0.6666666666666666,0.7407407407407407,0.3703703703703704,0.5,0.18750000000000006,0.0,0
0.0,0.1147540983606557,0.36170212765957444,0.10256410256410256,0.8518518518518519,0.33333333333333337,0.5,0.18750000000000006,0.0,0
0.0,0.6229508196721312,0.2127659574468085,0.358974358974359,0.9999999999999999,0.7777777777777779,0.5,0.18750000000000006,0.6666666666666666,1
0.0,0.2622950819672131,0.6595744680851063,0.1282051282051282,0.1111111111111111,0.888888888888889,0.5,0.18750000000000006,0.0,1
0.0,0.5409836065573771,0.425531914893617,0.1282051282051282,0.8888888888888888,0.5925925925925927,0.5,0.25,0.0,1
0.0,0.45901639344262296,0.574468085106383,0.10256410256410256,0.0,0.6296296296296297,0.5,0.25,0.0,0
0.0,0.16393442622950816,0.2978723404255319,0.15384615384615385,0.9629629629629629,0.18518518518518523,0.5,0.25,0.0,1
0.0,0.4426229508196721,0.276595744680851,0.20512820512820512,0.07407407407407407,0.29629629629629634,0.5,0.25,0.0,0
0.0,0.3114754098360656,0.48936170212765956,0.3076923076923077,0.4074074074074074,0.3703703703703704,0.5,0.25,0.0,1
1.0,0.5081967213114754,0.7234042553191489,0.23076923076923075,0.48148148148148145,0.11111111111111116,0.5,0.25,0.0,0
0.0,0.32786885245901637,0.3404255319148936,0.3076923076923077,0.5185185185185185,0.7037037037037037,0.5,0.25,0.0,0
0.0,0.4426229508196721,0.7234042553191489,0.358974358974359,0.5555555555555555,0.2592592592592593,0.5,0.25,0.0,0
0.0,0.22950819672131145,0.7659574468085106,0.07692307692307693,0.8518518518518519,0.8148148148148149,0.5,0.25,0.0,1
0.0,0.39344262295081966,0.44680851063829785,0.28205128205128205,0.9259259259259258,0.33333333333333337,0.5,0.25,0.0,1
0.0,0.6229508196721312,0.5106382978723404,0.15384615384615385,0.03703703703703709,0.4444444444444445,0.5,0.25,0.6666666666666666,0
0.0,0.4754098360655738,0.6382978723404256,0.46153846153846156,0.2222222222222222,0.14814814814814814,0.5,0.25,0.0,0
0.0,0.2786885245901639,0.7234042553191489,0.4358974358974359,0.2222222222222222,0.8148148148148149,0.5,0.3125,0.0,0
0.0,0.7868852459016393,0.36170212765957444,0.17948717948717946,0.3333333333333333,0.11111111111111116,0.5,0.3125,0.0,0
0.0,0.7049180327868853,0.5106382978723404,0.3333333333333333,0.4074074074074074,0.2592592592592593,0.5,0.3125,0.0,0
0.0,0.39344262295081966,0.36170212765957444,0.28205128205128205,0.4444444444444444,0.888888888888889,0.5,0.3125,0.0,0
0.0,0.4098360655737705,0.425531914893617,0.3076923076923077,0.6296296296296295,0.14814814814814814,0.5,0.3125,0.0,0
0.0,0.0491803278688524,0.8297872340425532,0.2564102564102564,0.7037037037037037,0.8518518518518519,0.5,0.3125,0.0,0
0.0,0.32786885245901637,0.06382978723404253,0.10256410256410256,0.7777777777777777,0.18518518518518523,0.5,0.3125,0.0,0
0.0,0.7377049180327868,0.7446808510638298,0.3076923076923077,0.9259259259259258,0.0,0.5,0.3125,0.0,1
0.0,0.42622950819672134,0.2978723404255319,0.10256410256410256,0.9629629629629629,0.29629629629629634,0.5,0.3125,0.0,0
0.0,0.32786885245901637,0.5106382978723404,0.0,0.9999999999999999,0.6666666666666667,0.5,0.3125,0.0,0
0.0,0.6229508196721312,0.19148936170212763,0.10256410256410256,0.07407407407407407,0.4814814814814815,0.5,0.3125,0.6666666666666666,0
0.0,0.5245901639344263,0.5106382978723404,0.23076923076923075,0.7407407407407407,0.5555555555555556,0.5,0.3125,0.0,0
0.0,0.2786885245901639,0.2127659574468085,0.5128205128205128,0.5185185185185185,0.5925925925925927,0.5,0.375,1.0,0
0.0,0.4918032786885246,0.574468085106383,0.46153846153846156,0.03703703703703709,0.7037037037037037,0.5,0.375,0.0,0
0.0,0.4426229508196721,0.36170212765957444,0.0,0.2222222222222222,0.3703703703703704,0.5,0.375,0.0,1
0.0,0.39344262295081966,0.19148936170212763,0.1282051282051282,0.4444444444444444,0.8518518518518519,0.5,0.375,0.0,1
0.0,0.7213114754098361,0.5106382978723404,0.358974358974359,0.48148148148148145,0.0,0.5,0.375,0.0,0
0.0,0.32786885245901637,0.40425531914893614,0.6923076923076923,0.6666666666666666,0.7777777777777779,0.5,0.375,0.0,0
0.0,0.4426229508196721,0.14893617021276592,0.5128205128205128,0.9259259259259258,0.8148148148148149,0.5,0.375,0.0,0
0.0,0.3114754098360656,0.14893617021276592,0.07692307692307693,0.8888888888888888,0.40740740740740744,0.5,0.375,0.0,0
0.0,0.21311475409836064,0.36170212765957444,0.4358974358974359,0.9629629629629629,0.18518518518518523,0.5,0.375,0.0,0
0.0,0.21311475409836064,0.14893617021276592,0.20512820512820512,0.9999999999999999,0.7407407407407408,0.5,0.375,0.0,0
0.0,0.3770491803278688,0.2127659574468085,0.3076923076923077,0.3333333333333333,0.6296296296296297,0.5,0.375,0.0,0
0.0,0.21311475409836064,0.7234042553191489,0.1282051282051282,0.1481481481481482,0.11111111111111116,0.5,0.375,0.0,0
0.0,0.4426229508196721,0.2127659574468085,0.3333333333333333,0.03703703703703709,0.5925925925925927,0.5,0.4375,0.0,1
0.0,0.16393442622950816,0.574468085106383,0.28205128205128205,0.6296296296296295,0.2592592592592593,0.5,0.4375,0.0,0
0.0,0.4426229508196721,0.14893617021276592,0.1282051282051282,0.5185185185185185,0.3703703703703704,0.5,0.4375,0.0,1
0.0,0.39344262295081966,0.2127659574468085,0.1282051282051282,0.2962962962962963,0.5555555555555556,0.5,0.4375,0.0,0
0.0,0.1967213114754098,0.36170212765957444,0.46153846153846156,0.3333333333333333,0.7037037037037037,0.5,0.4375,0.0,0
0.0,0.3442622950819672,0.425531914893617,0.17948717948717946,0.7407407407407407,0.18518518518518523,0.5,0.4375,0.0,1
0.0,0.5081967213114754,0.44680851063829785,0.3076923076923077,0.07407407407407407,0.7777777777777779,0.5,0.4375,0.0,1
0.0,0.32786885245901637,0.36170212765957444,0.6666666666666666,0.9259259259259258,0.14814814814814814,0.5,0.4375,0.0,0
0.0,0.6721311475409837,0.2127659574468085,0.20512820512820512,0.8518518518518519,0.962962962962963,0.5,0.4375,0.0,0
0.0,0.3442622950819672,0.2127659574468085,0.17948717948717946,0.6666666666666666,1.0,0.5,0.4375,0.0,0
0.0,0.2786885245901639,0.8085106382978724,0.0,0.1111111111111111,0.0,0.5,0.4375,0.6666666666666666,1
0.0,0.16393442622950816,0.8723404255319149,0.0,0.48148148148148145,0.8148148148148149,0.5,0.4375,0.0,1
0.0,0.7868852459016393,0.425531914893617,0.48717948717948717,0.7407407407407407,0.5925925925925927,0.5,0.5,0.0,0
0.0,0.6885245901639344,0.0,0.15384615384615385,0.03703703703703709,0.14814814814814814,0.5,0.5,0.0,1
0.0,0.42622950819672134,0.1276595744680851,0.2564102564102564,0.07407407407407407,0.962962962962963,0.5,0.5,0.0,1
0.0,0.1147540983606557,0.44680851063829785,0.38461538461538464,0.1111111111111111,0.6296296296296297,0.5,0.5,0.0,0
0.0,0.14754098360655735,0.14893617021276592,0.10256410256410256,0.4074074074074074,0.4444444444444445,0.5,0.5,0.0,0
0.0,0.2786885245901639,0.276595744680851,0.15384615384615385,0.48148148148148145,0.33333333333333337,0.5,0.5,0.0,0
0.0,0.3770491803278688,0.06382978723404253,0.48717948717948717,0.5185185185185185,0.7777777777777779,0.5,0.5,0.0,0
0.0,0.39344262295081966,0.19148936170212763,0.23076923076923075,0.7037037037037037,0.18518518518518523,0.5,0.5,0.0,0
0.0,0.3442622950819672,0.19148936170212763,0.20512820512820512,0.8148148148148147,0.0,0.5,0.5,0.0,0
0.0,0.39344262295081966,0.425531914893617,0.3333333333333333,0.9259259259259258,0.29629629629629634,0.5,0.5,0.0,1
0.0,0.22950819672131145,0.6595744680851063,0.2564102564102564,0.8888888888888888,0.8518518518518519,0.5,0.5,0.0,0
1.0,0.6721311475409837,0.8085106382978724,0.1282051282051282,0.9999999999999999,0.2592592592592593,0.5,0.5,0.0,1
0.0,0.36065573770491804,0.574468085106383,0.051282051282051294,0.2222222222222222,0.5555555555555556,0.5,0.5,0.6666666666666666,1
0.0,0.39344262295081966,0.14893617021276592,0.46153846153846156,0.6666666666666666,0.3703703703703704,0.5,0.5,0.0,1
0.0,0.16393442622950816,0.276595744680851,0.051282051282051294,0.5925925925925926,0.3703703703703704,0.5,0.5625,0.0,0
0.0,0.2786885245901639,0.06382978723404253,0.15384615384615385,0.5185185185185185,0.7037037037037037,0.5,0.5625,0.0,1
0.0,0.1147540983606557,0.36170212765957444,0.17948717948717946,0.25925925925925924,0.5555555555555556,0.5,0.5625,0.0,0
0.0,0.2622950819672131,0.36170212765957444,0.3333333333333333,0.4074074074074074,0.888888888888889,0.5,0.5625,0.0,0
0.0,0.5737704918032787,0.14893617021276592,0.358974358974359,0.6296296296296295,0.962962962962963,0.5,0.5625,0.0,0
0.0,0.4918032786885246,0.5106382978723404,0.46153846153846156,0.07407407407407407,0.0,0.5,0.5625,0.0,0
0.0,0.7377049180327868,0.2978723404255319,0.641025641025641,0.03703703703703709,0.7777777777777779,0.5,0.5625,0.0,0
0.0,0.5081967213114754,0.14893617021276592,0.15384615384615385,0.6666666666666666,0.4814814814814815,0.5,0.5625,0.0,1
0.0,0.3114754098360656,0.14893617021276592,0.15384615384615385,0.8518518518518519,0.22222222222222227,0.5,0.5625,0.0,0
0.0,0.2622950819672131,0.6170212765957447,0.358974358974359,0.4444444444444444,0.29629629629629634,0.5,0.5625,0.0,0
0.0,0.39344262295081966,0.1276595744680851,0.5128205128205128,0.9259259259259258,0.18518518518518523,0.5,0.5625,0.6666666666666666,1
0.0,0.45901639344262296,0.2978723404255319,0.15384615384615385,0.7407407407407407,1.0,0.5,0.5625,0.0,0
0.0,0.22950819672131145,0.0,0.7435897435897436,0.03703703703703709,0.5925925925925927,0.5,0.625,0.0,0
1.0,0.2622950819672131,0.276595744680851,0.1282051282051282,0.07407407407407407,0.22222222222222227,0.5,0.625,0.0,1
0.0,0.39344262295081966,0.44680851063829785,0.2564102564102564,0.2962962962962963,0.7777777777777779,0.5,0.625,0.0,1
0.0,0.5737704918032787,0.48936170212765956,0.15384615384615385,0.3333333333333333,0.14814814814814814,0.5,0.625,0.0,1
0.0,0.4426229508196721,0.2127659574468085,0.20512820512820512,0.4074074074074074,0.8518518518518519,0.5,0.625,0.0,0
0.0,0.3442622950819672,0.5106382978723404,0.46153846153846156,0.48148148148148145,0.18518518518518523,0.5,0.625,0.0,0
0.0,0.32786885245901637,0.0,0.6666666666666666,0.6666666666666666,0.2592592592592593,0.5,0.625,0.0,0
0.0,0.22950819672131145,0.36170212765957444,0.10256410256410256,0.7037037037037037,0.3703703703703704,0.5,0.625,0.0,1
0.0,0.39344262295081966,0.48936170212765956,0.051282051282051294,0.7407407407407407,0.0,0.5,0.625,0.0,1
0.0,0.5081967213114754,0.14893617021276592,0.7179487179487178,0.9259259259259258,0.962962962962963,0.5,0.625,0.0,0
0.0,0.3442622950819672,0.5106382978723404,0.17948717948717946,0.8888888888888888,0.5555555555555556,0.5,0.625,0.0,0
0.0,0.5081967213114754,0.36170212765957444,0.2564102564102564,0.9999999999999999,0.6296296296296297,0.5,0.625,0.0,0
0.0,0.4426229508196721,0.06382978723404253,0.1282051282051282,0.1111111111111111,0.8148148148148149,0.5,0.625,0.6666666666666666,0
0.0,0.16393442622950816,0.276595744680851,0.17948717948717946,0.5185185185185185,0.4444444444444445,0.5,0.625,0.0,0
0.0,0.4426229508196721,0.8510638297872339,0.0,0.2222222222222222,0.2592592592592593,0.5,0.6875,1.0,1
0.0,0.2786885245901639,0.574468085106383,0.3076923076923077,0.9999999999999999,0.18518518518518523,0.5,0.6875,1.0,1
0.0,0.5573770491803278,0.2978723404255319,0.2564102564102564,0.7777777777777777,0.5925925925925927,0.5,0.6875,0.0,0
0.0,0.21311475409836064,0.8723404255319149,0.1282051282051282,0.07407407407407407,0.5555555555555556,0.5,0.6875,0.0,1
0.0,0.32786885245901637,0.7234042553191489,0.5897435897435896,0.1111111111111111,0.3703703703703704,0.5,0.6875,0.0,0
0.0,0.32786885245901637,0.2127659574468085,0.38461538461538464,0.2962962962962963,0.962962962962963,0.5,0.6875,0.0,0
0.0,0.39344262295081966,0.574468085106383,0.20512820512820512,0.4444444444444444,0.40740740740740744,0.5,0.6875,0.0,0
0.0,0.4918032786885246,0.276595744680851,0.28205128205128205,0.5185185185185185,0.14814814814814814,0.5,0.6875,0.0,1
0.0,0.16393442622950816,0.14893617021276592,0.3076923076923077,0.6296296296296295,0.0,0.5,0.6875,0.0,0
0.0,0.21311475409836064,0.6595744680851063,0.15384615384615385,0.6666666666666666,0.7407407407407408,0.5,0.6875,0.0,1
0.0,0.39344262295081966,0.14893617021276592,0.15384615384615385,0.8148148148148147,0.7037037037037037,0.5,0.6875,0.0,1
0.0,0.2786885245901639,0.5957446808510638,0.5641025641025641,0.9259259259259258,0.4814814814814815,0.5,0.6875,0.0,0
1.0,0.16393442622950816,0.276595744680851,0.20512820512820512,0.8518518518518519,0.888888888888889,0.5,0.6875,0.6666666666666666,0
0.0,0.4426229508196721,0.5106382978723404,0.15384615384615385,0.3333333333333333,0.03703703703703709,0.5,0.6875,0.0,0
0.0,0.6065573770491803,0.14893617021276592,0.358974358974359,0.4074074074074074,0.5925925925925927,0.5,0.75,0.0,1
0.0,0.2786885245901639,0.48936170212765956,0.1282051282051282,0.0,0.962962962962963,0.5,0.75,0.0,1
0.0,0.4918032786885246,0.48936170212765956,0.15384615384615385,0.03703703703703709,0.7407407407407408,0.5,0.75,0.0,0
1.0,0.3770491803278688,0.36170212765957444,0.4358974358974359,0.07407407407407407,0.2592592592592593,0.5,0.75,0.0,0
0.0,0.3770491803278688,0.425531914893617,0.1282051282051282,0.4444444444444444,0.22222222222222227,0.5,0.75,0.0,1
0.0,0.6229508196721312,0.48936170212765956,0.17948717948717946,0.48148148148148145,0.14814814814814814,0.5,0.75,0.0,1
0.0,0.3770491803278688,0.14893617021276592,0.2564102564102564,0.5555555555555555,0.29629629629629634,0.5,0.75,0.6666666666666666,0
0.0,0.21311475409836064,0.36170212765957444,0.051282051282051294,0.6296296296296295,0.18518518518518523,0.5,0.75,0.0,1
0.0,0.1967213114754098,0.3404255319148936,0.20512820512820512,0.8148148148148147,0.11111111111111116,0.5,0.75,0.0,0
0.0,0.32786885245901637,0.36170212765957444,0.1282051282051282,0.7777777777777777,0.3703703703703704,0.5,0.75,0.0,0
0.0,0.6229508196721312,0.36170212765957444,0.3333333333333333,0.8518518518518519,0.7037037037037037,0.5,0.75,0.0,0
0.0,0.21311475409836064,0.2127659574468085,0.0,0.8888888888888888,0.33333333333333337,0.5,0.75,0.0,0
1.0,0.6885245901639344,0.425531914893617,0.15384615384615385,0.9999999999999999,0.5185185185185186,0.5,0.75,0.0,0
0.0,0.1147540983606557,0.06382978723404253,0.17948717948717946,0.9259259259259258,0.6666666666666667,0.5,0.75,0.0,0
0.0,0.39344262295081966,0.06382978723404253,0.6923076923076923,0.8148148148148147,0.5925925925925927,0.5,0.8125,0.0,0
0.0,0.21311475409836064,0.5106382978723404,0.23076923076923075,0.0,0.7777777777777779,0.5,0.8125,0.0,0
0.0,0.5081967213114754,0.14893617021276592,0.28205128205128205,0.03703703703703709,0.3703703703703704,0.5,0.8125,0.0,1
0.0,0.22950819672131145,0.425531914893617,0.17948717948717946,0.2962962962962963,0.888888888888889,0.5,0.8125,0.0,0
0.0,0.9508196721311475,0.2978723404255319,0.6666666666666666,0.3333333333333333,0.14814814814814814,0.5,0.8125,0.0,0
0.0,0.5081967213114754,0.425531914893617,0.38461538461538464,0.4074074074074074,0.22222222222222227,0.5,0.8125,0.0,0
0.0,0.32786885245901637,0.5106382978723404,0.2564102564102564,0.48148148148148145,0.6296296296296297,0.5,0.8125,0.0,0
1.0,0.3770491803278688,0.425531914893617,0.10256410256410256,0.5185185185185185,0.7407407407407408,0.5,0.8125,0.6666666666666666,0
0.0,0.3770491803278688,0.3191489361702127,0.3333333333333333,0.6666666666666666,0.5555555555555556,0.5,0.8125,0.0,0
1.0,0.32786885245901637,0.36170212765957444,0.20512820512820512,0.9259259259259258,0.11111111111111116,0.5,0.8125,0.0,1
0.0,0.16393442622950816,0.19148936170212763,0.20512820512820512,0.9999999999999999,0.07407407407407413,0.5,0.8125,0.0,0
0.0,0.6229508196721312,0.6595744680851063,0.15384615384615385,0.4444444444444444,0.2592592592592593,0.5,0.8125,0.0,1
0.0,0.21311475409836064,0.36170212765957444,0.17948717948717946,0.6666666666666666,0.03703703703703709,0.5,0.875,0.33333333333333337,0
0.0,0.4098360655737705,0.2127659574468085,0.6666666666666666,0.9999999999999999,0.5925925925925927,0.5,0.875,0.33333333333333337,1
0.0,0.16393442622950816,0.276595744680851,0.051282051282051294,0.0,0.14814814814814814,0.5,0.875,0.0,1
0.0,0.3442622950819672,0.8085106382978724,0.15384615384615385,0.07407407407407407,0.2592592592592593,0.5,0.875,0.6666666666666666,1
0.0,0.6721311475409837,0.2127659574468085,0.28205128205128205,0.18518518518518517,0.7777777777777779,0.5,0.875,0.0,0
0.0,0.32786885245901637,0.2127659574468085,0.0,0.2222222222222222,0.8518518518518519,0.5,0.875,0.0,0
0.0,0.16393442622950816,0.574468085106383,0.17948717948717946,0.4074074074074074,0.33333333333333337,0.5,0.875,0.0,0
0.0,0.39344262295081966,0.14893617021276592,0.28205128205128205,0.4444444444444444,0.11111111111111116,0.5,0.875,0.0,0
0.0,0.39344262295081966,0.36170212765957444,0.28205128205128205,0.5185185185185185,0.888888888888889,0.5,0.875,0.0,0
0.0,0.21311475409836064,0.5531914893617021,0.3076923076923077,0.5555555555555555,0.962962962962963,0.5,0.875,0.0,1
0.0,0.09836065573770486,0.19148936170212763,0.1282051282051282,0.6296296296296295,0.8148148148148149,0.5,0.875,0.0,0
0.0,0.3442622950819672,0.6170212765957447,0.17948717948717946,0.7037037037037037,0.3703703703703704,0.5,0.875,0.0,0
0.0,0.5081967213114754,0.0,0.5128205128205128,0.7407407407407407,0.29629629629629634,0.5,0.875,0.0,0
0.0,0.42622950819672134,0.2127659574468085,0.3076923076923077,0.9259259259259258,0.4814814814814815,0.5,0.875,0.0,1
0.0,0.39344262295081966,0.36170212765957444,0.17948717948717946,0.25925925925925924,0.29629629629629634,0.5,0.9375,0.33333333333333337,1
0.0,0.45901639344262296,0.5106382978723404,0.0,0.4444444444444444,0.5555555555555556,0.5,0.9375,0.33333333333333337,1
0.0,0.45901639344262296,0.7446808510638298,0.3076923076923077,0.9999999999999999,0.3703703703703704,0.5,0.9375,0.33333333333333337,1
0.0,0.6885245901639344,0.14893617021276592,0.358974358974359,0.7037037037037037,0.5925925925925927,0.5,0.9375,0.0,0
0.0,0.39344262295081966,0.2978723404255319,0.17948717948717946,0.03703703703703709,0.5185185185185186,0.5,0.9375,0.0,0
0.0,0.4426229508196721,0.2978723404255319,0.358974358974359,0.07407407407407407,0.962962962962963,0.5,0.9375,0.0,0
0.0,0.32786885245901637,0.8510638297872339,0.1282051282051282,0.3333333333333333,0.11111111111111116,0.5,0.9375,0.0,1
0.0,0.39344262295081966,0.44680851063829785,0.10256410256410256,0.4074074074074074,0.8518518518518519,0.5,0.9375,0.0,1
0.0,0.21311475409836064,0.425531914893617,0.17948717948717946,0.48148148148148145,0.0,0.5,0.9375,0.0,1
0.0,0.2786885245901639,0.06382978723404253,0.358974358974359,0.7407407407407407,0.18518518518518523,0.5,0.9375,0.0,0
0.0,0.5737704918032787,0.0,0.5384615384615384,0.8148148148148147,0.14814814814814814,0.5,0.9375,0.0,0
0.0,0.39344262295081966,0.44680851063829785,0.3333333333333333,0.6666666666666666,0.7777777777777779,0.5,0.9375,0.0,1
0.0,0.16393442622950816,0.276595744680851,0.46153846153846156,0.9259259259259258,0.6296296296296297,0.5,0.9375,0.0,0
0.0,0.2786885245901639,0.2553191489361702,0.2564102564102564,0.8888888888888888,0.22222222222222227,0.5,0.9375,0.6666666666666666,0
0.0,0.3442622950819672,0.2127659574468085,0.051282051282051294,0.4074074074074074,0.07407407407407413,0.5,1.0,0.33333333333333337,1
0.0,0.3770491803278688,0.44680851063829785,0.38461538461538464,0.7407407407407407,0.7777777777777779,0.5,1.0,0.33333333333333337,1
0.0,0.3770491803278688,0.36170212765957444,0.38461538461538464,0.5185185185185185,0.3703703703703704,0.5,1.0,0.0,0
0.0,0.4754098360655738,0.2978723404255319,0.2564102564102564,0.9999999999999999,0.03703703703703709,0.5,1.0,0.0,0
0.0,0.3442622950819672,0.2978723404255319,0.846153846153846,0.1111111111111111,0.14814814814814814,0.5,1.0,0.0,0
0.0,0.42622950819672134,0.14893617021276592,0.051282051282051294,0.0,0.18518518518518523,0.5,1.0,0.0,0
0.0,0.21311475409836064,0.2127659574468085,0.7179487179487178,0.6666666666666666,0.5925925925925927,0.5,1.0,0.0,1
0.0,0.32786885245901637,0.36170212765957444,0.15384615384615385,0.9259259259259258,0.5555555555555556,0.5,1.0,0.0,1
