Sex,DVRT,Educational_level,Prestige_score,Type_school,target
0.0,0.33333333333333326,0.29999999999999993,0.2857142857142857,0.5,0
0.0,0.0666666666666666,0.9999999999999999,0.2857142857142857,0.5,1
0.0,0.42666666666666664,0.5999999999999999,0.2857142857142857,1.0,0
0.0,0.5199999999999999,0.4999999999999999,0.0,0.5,0
0.0,0.4133333333333333,0.4999999999999999,0.0714285714285714,0.5,0
0.0,0.21333333333333332,0.3999999999999999,0.0,1.0,0
0.0,0.6533333333333333,0.9999999999999999,0.0714285714285714,0.5,1
0.0,0.5466666666666666,0.5999999999999999,0.0,1.0,0
0.0,0.5333333333333333,0.9999999999999999,0.0,0.5,1
0.0,0.35999999999999993,0.3999999999999999,0.0714285714285714,1.0,0
0.0,0.4133333333333333,0.9999999999999999,0.3214285714285714,0.5,1
0.0,0.2533333333333333,0.5999999999999999,0.0,1.0,0
0.0,0.31999999999999995,0.3999999999999999,0.0,1.0,0
0.0,0.6133333333333333,0.9999999999999999,0.6785714285714285,0.5,1
0.0,0.4933333333333333,0.5999999999999999,0.0,1.0,0
0.0,0.45333333333333325,0.5999999999999999,0.2857142857142857,1.0,0
0.0,0.5199999999999999,0.29999999999999993,0.2857142857142857,0.5,0
0.0,0.0666666666666666,0.5999999999999999,0.14285714285714282,1.0,0
0.0,0.0666666666666666,0.5999999999999999,0.21428571428571425,1.0,0
0.0,0.33333333333333326,0.3999999999999999,0.0,1.0,0
0.0,0.5199999999999999,0.9999999999999999,0.0,0.5,1
0.0,0.4933333333333333,0.9999999999999999,0.2857142857142857,0.5,1
0.0,0.2799999999999999,0.9999999999999999,0.2857142857142857,0.5,1
0.0,0.10666666666666658,0.9999999999999999,0.21428571428571425,0.5,1
0.0,0.21333333333333332,0.4999999999999999,0.2857142857142857,0.5,0
0.0,0.3733333333333333,0.9999999999999999,0.6428571428571428,0.5,1
0.0,0.6133333333333333,0.7999999999999999,0.2857142857142857,0.5,0
0.0,0.5199999999999999,0.29999999999999993,0.0,0.5,0
0.0,0.5333333333333333,0.4999999999999999,0.0714285714285714,0.5,0
0.0,0.10666666666666658,0.4999999999999999,0.2857142857142857,0.5,0
0.0,0.2666666666666666,0.9999999999999999,0.0714285714285714,0.5,1
0.0,0.5599999999999999,0.0,0.7142857142857142,0.5,1
0.0,0.6266666666666666,0.0,0.75,0.5,1
1.0,0.8266666666666667,0.0,0.3571428571428571,0.5,1
1.0,0.6533333333333333,0.4999999999999999,0.8571428571428571,0.5,0
1.0,0.6533333333333333,0.9999999999999999,0.9285714285714286,0.5,1
1.0,0.5866666666666667,0.3999999999999999,0.0,1.0,0
1.0,0.3733333333333333,0.9999999999999999,0.5714285714285714,0.5,1
0.0,0.6533333333333333,0.9999999999999999,0.3571428571428571,0.5,1
0.0,0.4666666666666666,0.9999999999999999,0.14285714285714282,0.5,1
0.0,0.35999999999999993,0.29999999999999993,0.0,0.5,0
0.0,0.6,0.9999999999999999,0.7142857142857142,0.5,1
0.0,0.3733333333333333,0.5999999999999999,0.2857142857142857,1.0,0
0.0,0.4133333333333333,0.3999999999999999,0.42857142857142855,1.0,0
1.0,0.7333333333333333,0.19999999999999996,0.9642857142857142,0.5,0
1.0,0.6533333333333333,0.0,0.9642857142857142,0.5,1
1.0,0.8266666666666667,0.0,0.3571428571428571,0.5,1
1.0,0.5466666666666666,0.9999999999999999,0.9642857142857142,0.5,1
1.0,0.6,0.9999999999999999,0.6071428571428571,0.5,1
1.0,0.35999999999999993,0.8999999999999999,0.3214285714285714,1.0,0
1.0,0.7999999999999999,0.0,0.9285714285714286,0.5,1
1.0,0.5733333333333333,0.9999999999999999,0.9285714285714286,0.5,1
0.0,0.6266666666666666,0.9999999999999999,0.0,0.5,1
0.0,0.3733333333333333,0.9999999999999999,0.8928571428571428,0.5,1
0.0,0.6533333333333333,0.9999999999999999,0.9642857142857142,0.5,1
0.0,0.5199999999999999,0.9999999999999999,0.0,0.5,1
0.0,0.35999999999999993,0.9999999999999999,0.9642857142857142,0.5,1
0.0,0.5199999999999999,0.4999999999999999,0.42857142857142855,0.5,0
0.0,0.5866666666666667,0.9999999999999999,0.9285714285714286,0.5,1
0.0,0.5866666666666667,0.0,0.3571428571428571,0.5,1
0.0,0.5199999999999999,0.4999999999999999,0.0,0.5,0
1.0,0.7733333333333333,0.8999999999999999,0.24999999999999994,1.0,0
1.0,0.7999999999999999,0.0,0.14285714285714282,0.5,1
1.0,0.8266666666666667,0.0,0.2857142857142857,0.5,1
1.0,0.8533333333333333,0.0,0.42857142857142855,0.5,1
1.0,0.72,0.09999999999999998,0.8928571428571428,0.5,1
1.0,0.7999999999999999,0.5999999999999999,0.9285714285714286,1.0,0
1.0,0.7466666666666666,0.9999999999999999,0.2857142857142857,0.5,1
1.0,0.7866666666666666,0.9999999999999999,0.24999999999999994,0.5,1
1.0,0.7999999999999999,0.9999999999999999,0.0,0.5,1
1.0,0.8533333333333333,0.4999999999999999,0.0,0.5,0
1.0,0.76,0.9999999999999999,0.75,0.5,1
1.0,0.7466666666666666,0.09999999999999998,0.2857142857142857,0.5,1
1.0,0.8533333333333333,0.09999999999999998,1.0,0.5,1
1.0,0.76,0.9999999999999999,0.3571428571428571,0.5,1
1.0,0.8133333333333332,0.5999999999999999,0.5714285714285714,1.0,0
1.0,0.76,0.0,0.21428571428571425,0.5,1
1.0,0.7733333333333333,0.9999999999999999,0.8214285714285714,0.5,1
1.0,0.72,0.0,0.9285714285714286,0.5,1
0.0,0.7333333333333333,0.0,0.3571428571428571,0.5,1
0.0,0.8266666666666667,0.3999999999999999,0.21428571428571425,1.0,0
0.0,0.8266666666666667,0.9999999999999999,0.75,0.5,1
0.0,0.7333333333333333,0.9999999999999999,0.7142857142857142,0.5,1
0.0,0.8266666666666667,0.9999999999999999,0.6785714285714285,0.5,1
0.0,0.7733333333333333,0.9999999999999999,0.2857142857142857,0.5,1
0.0,0.7333333333333333,0.0,0.2857142857142857,0.5,1
0.0,0.7733333333333333,0.9999999999999999,0.2857142857142857,0.5,1
0.0,0.76,0.5999999999999999,0.0,1.0,0
0.0,0.72,0.0,0.2857142857142857,0.5,1
1.0,0.8666666666666666,0.8999999999999999,1.0,1.0,0
1.0,0.9199999999999999,0.09999999999999998,0.75,0.5,1
1.0,0.9466666666666667,0.0,0.7142857142857142,0.5,1
1.0,0.9333333333333333,0.0,0.7142857142857142,0.5,1
1.0,0.9999999999999999,0.0,0.9285714285714286,0.5,1
1.0,0.8799999999999999,0.9999999999999999,0.1071428571428571,0.5,1
1.0,0.96,0.0,0.75,0.5,1
1.0,0.9466666666666667,0.0,0.0,0.5,1
1.0,0.8933333333333333,0.0,0.2857142857142857,0.5,1
0.0,0.9333333333333333,0.0,0.75,0.5,1
0.0,0.9199999999999999,0.0,1.0,0.5,1
